Cancer label,Country,Sex,Year,ASR (World),Crude rate,Total incidence,CO2_Emissions,PM2.5,Precipitation,Humidity,Temperature
Hodgkin lymphoma,Argentina,Male,2003,0.4779997696,0.533156234,101,5563,8,0.027,57.02,15.71
Hodgkin lymphoma,Argentina,Male,2004,0.4050689014,0.4388742822,84,6171,8,0.026,58.87,15.56
Hodgkin lymphoma,Argentina,Male,2005,0.4139244547,0.4342882237,84,6344,9,0.026,57.84,15.31
Hodgkin lymphoma,Argentina,Male,2006,0.4044687668,0.4450624276,87,6733,9,0.026,57.14,15.93
Hodgkin lymphoma,Argentina,Male,2007,0.3367120584,0.364551886,72,7143,10,0.028,57.9,14.88
Hodgkin lymphoma,Argentina,Male,2008,0.4105101978,0.4609274552,92,7359,10,0.024,56.14,15.77
Hodgkin lymphoma,Argentina,Male,2009,0.4651405984,0.5202830488,105,6804,8,0.024,53.48,15.93
Hodgkin lymphoma,Argentina,Male,2010,0.3151998775,0.3528550816,72,7356,10,0.025,57.13,15.29
Hodgkin lymphoma,Argentina,Male,2011,0.3262856326,0.3829068446,79,7702,11,0.024,56.73,15.52
Hodgkin lymphoma,Argentina,Male,2012,0.43283937,0.5034907976,105,7754,10,0.027,57.12,16.03
Hodgkin lymphoma,Argentina,Male,2013,0.4465686567,0.5124461668,108,7996,11,0.022,54.93,15.81
Hodgkin lymphoma,Argentina,Male,2014,0.4231061243,0.4834386815,103,7830,11,0.031,59.08,15.85
Hodgkin lymphoma,Argentina,Male,2015,0.4894972852,0.5664485468,122,8100,12,0.03,60.23,15.94
Hodgkin lymphoma,Argentina,Male,2016,0.4681297705,0.5424562959,118,7999,12,0.029,61.17,15.36
Hodgkin lymphoma,Argentina,Male,2017,0.486105577,0.5739494459,126,7842,13,0.029,59.55,15.99
Hodgkin lymphoma,Argentina,Male,2018,0.3546478169,0.4154852153,92,7727,11,0.026,58.08,15.78
Hodgkin lymphoma,Argentina,Male,2019,0.3709991644,0.4527581906,101,7374,13,0.024,57.04,15.83
Hodgkin lymphoma,Argentina,Male,2020,0.3218841563,0.4014365272,90,6824,12,0.02,53.68,16.09
Hodgkin lymphoma,Argentina,Male,2021,0.3307574089,0.4137357603,93,7527,12,0.021,56.01,15.97
Hodgkin lymphoma,Argentina,Male,2022,0.3065633892,0.3773228271,85,7660,11,0.019,52.77,15.6
Non-Hodgkin lymphoma,Argentina,Male,2000,3.513141878,3.77784371,693,5603,8,0.034,61.88,14.71
Non-Hodgkin lymphoma,Argentina,Male,2001,3.773030703,4.032816777,748,5413,8,0.033,62.91,15.44
Non-Hodgkin lymphoma,Argentina,Male,2002,3.554883983,3.851084432,722,5098,8,0.034,61.48,15.25
Non-Hodgkin lymphoma,Argentina,Male,2003,3.52977376,3.922129523,743,5563,8,0.027,57.02,15.71
Non-Hodgkin lymphoma,Argentina,Male,2004,3.443185081,3.787903031,725,6171,8,0.026,58.87,15.56
Non-Hodgkin lymphoma,Argentina,Male,2005,3.669639065,4.079207244,789,6344,9,0.026,57.84,15.31
Non-Hodgkin lymphoma,Argentina,Male,2006,3.425009027,3.852092045,753,6733,9,0.026,57.14,15.93
Non-Hodgkin lymphoma,Argentina,Male,2007,3.319192041,3.756909714,742,7143,10,0.028,57.9,14.88
Non-Hodgkin lymphoma,Argentina,Male,2008,3.34067131,3.742530533,747,7359,10,0.024,56.14,15.77
Non-Hodgkin lymphoma,Argentina,Male,2009,3.146373561,3.612250882,729,6804,8,0.024,53.48,15.93
Non-Hodgkin lymphoma,Argentina,Male,2010,3.011924297,3.46484087,707,7356,10,0.025,57.13,15.29
Non-Hodgkin lymphoma,Argentina,Male,2011,3.137266945,3.644885407,752,7702,11,0.024,56.73,15.52
Non-Hodgkin lymphoma,Argentina,Male,2012,3.005880861,3.514845282,733,7754,10,0.027,57.12,16.03
Non-Hodgkin lymphoma,Argentina,Male,2013,3.201146933,3.781662916,797,7996,11,0.022,54.93,15.81
Non-Hodgkin lymphoma,Argentina,Male,2014,3.030263727,3.581201107,763,7830,11,0.031,59.08,15.85
Non-Hodgkin lymphoma,Argentina,Male,2015,3.119769934,3.797991076,818,8100,12,0.03,60.23,15.94
Non-Hodgkin lymphoma,Argentina,Male,2016,3.127210434,3.829373682,833,7999,12,0.029,61.17,15.36
Non-Hodgkin lymphoma,Argentina,Male,2017,2.989967433,3.64867862,801,7842,13,0.029,59.55,15.99
Non-Hodgkin lymphoma,Argentina,Male,2018,2.84417955,3.509043612,777,7727,11,0.026,58.08,15.78
Non-Hodgkin lymphoma,Argentina,Male,2019,2.828841605,3.518962174,785,7374,13,0.024,57.04,15.83
Non-Hodgkin lymphoma,Argentina,Male,2020,2.68067627,3.38098764,758,6824,12,0.02,53.68,16.09
Non-Hodgkin lymphoma,Argentina,Male,2021,2.316562617,2.985125755,671,7527,12,0.021,56.01,15.97
Non-Hodgkin lymphoma,Argentina,Male,2022,2.244179369,2.920922591,658,7660,11,0.019,52.77,15.6
Multiple myeloma,Argentina,Male,2000,1.339092294,1.428275688,262,5603,8,0.034,61.88,14.71
Multiple myeloma,Argentina,Male,2001,1.411893741,1.53656789,285,5413,8,0.033,62.91,15.44
Multiple myeloma,Argentina,Male,2002,1.339332282,1.440156228,270,5098,8,0.034,61.48,15.25
Multiple myeloma,Argentina,Male,2003,1.356431718,1.488614435,282,5563,8,0.027,57.02,15.71
Multiple myeloma,Argentina,Male,2004,1.210675124,1.363645091,261,6171,8,0.026,58.87,15.56
Multiple myeloma,Argentina,Male,2005,1.255132402,1.416606825,274,6344,9,0.026,57.84,15.31
Multiple myeloma,Argentina,Male,2006,1.269723389,1.447731805,283,6733,9,0.026,57.14,15.93
Multiple myeloma,Argentina,Male,2007,1.296404104,1.498713309,296,7143,10,0.028,57.9,14.88
Multiple myeloma,Argentina,Male,2008,1.291602926,1.50302431,300,7359,10,0.024,56.14,15.77
Multiple myeloma,Argentina,Male,2009,1.167009123,1.382466387,279,6804,8,0.024,53.48,15.93
Multiple myeloma,Argentina,Male,2010,1.326898317,1.578046337,322,7356,10,0.025,57.13,15.29
Multiple myeloma,Argentina,Male,2011,1.284983588,1.531627378,316,7702,11,0.024,56.73,15.52
Multiple myeloma,Argentina,Male,2012,1.193880399,1.443340286,301,7754,10,0.027,57.12,16.03
Multiple myeloma,Argentina,Male,2013,1.295748723,1.580042348,333,7996,11,0.022,54.93,15.81
Multiple myeloma,Argentina,Male,2014,1.115072535,1.361138035,290,7830,11,0.031,59.08,15.85
Multiple myeloma,Argentina,Male,2015,1.360170521,1.657558453,357,8100,12,0.03,60.23,15.94
Multiple myeloma,Argentina,Male,2016,1.314586591,1.645757237,358,7999,12,0.029,61.17,15.36
Multiple myeloma,Argentina,Male,2017,1.29829813,1.662631331,365,7842,13,0.029,59.55,15.99
Multiple myeloma,Argentina,Male,2018,1.349841499,1.716134585,380,7727,11,0.026,58.08,15.78
Multiple myeloma,Argentina,Male,2019,1.193294756,1.564481272,349,7374,13,0.024,57.04,15.83
Multiple myeloma,Argentina,Male,2020,1.036696419,1.387186222,311,6824,12,0.02,53.68,16.09
Multiple myeloma,Argentina,Male,2021,0.91399758,1.263451139,284,7527,12,0.021,56.01,15.97
Multiple myeloma,Argentina,Male,2022,1.065858546,1.464900387,330,7660,11,0.019,52.77,15.6
Leukaemia,Argentina,Male,2000,4.968443221,5.276988039,968,5603,8,0.034,61.88,14.71
Leukaemia,Argentina,Male,2001,4.654341911,4.997889241,927,5413,8,0.033,62.91,15.44
Leukaemia,Argentina,Male,2002,4.66716115,4.992541591,936,5098,8,0.034,61.48,15.25
Leukaemia,Argentina,Male,2003,4.337821127,4.735060811,897,5563,8,0.027,57.02,15.71
Leukaemia,Argentina,Male,2004,4.169033801,4.60295527,881,6171,8,0.026,58.87,15.56
Leukaemia,Argentina,Male,2005,4.651716335,5.128737118,992,6344,9,0.026,57.84,15.31
Leukaemia,Argentina,Male,2006,4.276588692,4.72175426,923,6733,9,0.026,57.14,15.93
Leukaemia,Argentina,Male,2007,4.455184319,4.967019447,981,7143,10,0.028,57.9,14.88
Leukaemia,Argentina,Male,2008,3.989488521,4.559173741,910,7359,10,0.024,56.14,15.77
Leukaemia,Argentina,Male,2009,4.220124506,4.746963436,958,6804,8,0.024,53.48,15.93
Leukaemia,Argentina,Male,2010,3.850154307,4.464596935,911,7356,10,0.025,57.13,15.29
Leukaemia,Argentina,Male,2011,3.77826686,4.367076797,901,7702,11,0.024,56.73,15.52
Leukaemia,Argentina,Male,2012,3.698380484,4.310840258,899,7754,10,0.027,57.12,16.03
Leukaemia,Argentina,Male,2013,3.95748489,4.607270629,971,7996,11,0.022,54.93,15.81
Leukaemia,Argentina,Male,2014,4.057687176,4.810918918,1025,7830,11,0.031,59.08,15.85
Leukaemia,Argentina,Male,2015,4.086704263,4.754453377,1024,8100,12,0.03,60.23,15.94
Leukaemia,Argentina,Male,2016,4.02030847,4.836135791,1052,7999,12,0.029,61.17,15.36
Leukaemia,Argentina,Male,2017,4.042691784,4.842129055,1063,7842,13,0.029,59.55,15.99
Leukaemia,Argentina,Male,2018,3.758948856,4.606466517,1020,7727,11,0.026,58.08,15.78
Leukaemia,Argentina,Male,2019,3.65338653,4.518616397,1008,7374,13,0.024,57.04,15.83
Leukaemia,Argentina,Male,2020,3.501292385,4.3399749,973,6824,12,0.02,53.68,16.09
Leukaemia,Argentina,Male,2021,3.415874565,4.221884264,949,7527,12,0.021,56.01,15.97
Leukaemia,Argentina,Male,2022,3.303667234,4.061769256,915,7660,11,0.019,52.77,15.6
Stomach,Argentina,Male,2000,9.893235079,10.70116479,1963,5603,8,0.034,61.88,14.71
Stomach,Argentina,Male,2001,9.136764437,9.974212617,1850,5413,8,0.033,62.91,15.44
Stomach,Argentina,Male,2002,9.127568445,10.02775448,1880,5098,8,0.034,61.48,15.25
Stomach,Argentina,Male,2003,8.871424699,9.87130849,1870,5563,8,0.027,57.02,15.71
Stomach,Argentina,Male,2004,9.061590967,10.1724789,1947,6171,8,0.026,58.87,15.56
Stomach,Argentina,Male,2005,9.156048181,10.350536,2002,6344,9,0.026,57.84,15.31
Stomach,Argentina,Male,2006,8.540800598,9.760679446,1908,6733,9,0.026,57.14,15.93
Stomach,Argentina,Male,2007,7.938747151,9.174555797,1812,7143,10,0.028,57.9,14.88
Stomach,Argentina,Male,2008,7.710711824,8.948004728,1786,7359,10,0.024,56.14,15.77
Stomach,Argentina,Male,2009,7.390239828,8.696159531,1755,6804,8,0.024,53.48,15.93
Stomach,Argentina,Male,2010,7.661768481,9.061514525,1849,7356,10,0.025,57.13,15.29
Stomach,Argentina,Male,2011,7.135732729,8.486960568,1751,7702,11,0.024,56.73,15.52
Stomach,Argentina,Male,2012,7.30991604,8.899799241,1856,7754,10,0.027,57.12,16.03
Stomach,Argentina,Male,2013,7.027456116,8.578728421,1808,7996,11,0.022,54.93,15.81
Stomach,Argentina,Male,2014,7.006575814,8.687815529,1851,7830,11,0.031,59.08,15.85
Stomach,Argentina,Male,2015,7.185089799,8.970316332,1932,8100,12,0.03,60.23,15.94
Stomach,Argentina,Male,2016,6.794757237,8.578164815,1866,7999,12,0.029,61.17,15.36
Stomach,Argentina,Male,2017,6.875205986,8.677569003,1905,7842,13,0.029,59.55,15.99
Stomach,Argentina,Male,2018,6.581368042,8.463253189,1874,7727,11,0.026,58.08,15.78
Stomach,Argentina,Male,2019,6.367454313,8.342405868,1861,7374,13,0.024,57.04,15.83
Stomach,Argentina,Male,2020,5.606712998,7.422115348,1664,6824,12,0.02,53.68,16.09
Stomach,Argentina,Male,2021,5.694907726,7.558462976,1699,7527,12,0.021,56.01,15.97
Stomach,Argentina,Male,2022,5.616338736,7.515382897,1693,7660,11,0.019,52.77,15.6
Colon,Argentina,Male,2000,12.42909858,13.71580775,2516,5603,8,0.034,61.88,14.71
Colon,Argentina,Male,2001,12.3142777,13.78597928,2557,5413,8,0.033,62.91,15.44
Colon,Argentina,Male,2002,11.53251426,12.99874344,2437,5098,8,0.034,61.48,15.25
Colon,Argentina,Male,2003,12.1631465,13.89373473,2632,5563,8,0.027,57.02,15.71
Colon,Argentina,Male,2004,12.28362425,14.05965111,2691,6171,8,0.026,58.87,15.56
Colon,Argentina,Male,2005,12.56380458,14.63137706,2830,6344,9,0.026,57.84,15.31
Colon,Argentina,Male,2006,12.64366085,14.84052991,2901,6733,9,0.026,57.14,15.93
Colon,Argentina,Male,2007,12.57997733,14.97194343,2957,7143,10,0.028,57.9,14.88
Colon,Argentina,Male,2008,12.56054881,14.93505156,2981,7359,10,0.024,56.14,15.77
Colon,Argentina,Male,2009,12.46200949,14.93460104,3014,6804,8,0.024,53.48,15.93
Colon,Argentina,Male,2010,12.44261761,15.22667692,3107,7356,10,0.025,57.13,15.29
Colon,Argentina,Male,2011,12.33463498,15.22902919,3142,7702,11,0.024,56.73,15.52
Colon,Argentina,Male,2012,11.96041548,15.04238697,3137,7754,10,0.027,57.12,16.03
Colon,Argentina,Male,2013,12.1817081,15.35440552,3236,7996,11,0.022,54.93,15.81
Colon,Argentina,Male,2014,12.36599884,15.64839383,3334,7830,11,0.031,59.08,15.85
Colon,Argentina,Male,2015,12.48441686,16.00913598,3448,8100,12,0.03,60.23,15.94
Colon,Argentina,Male,2016,12.21842382,15.93350442,3466,7999,12,0.029,61.17,15.36
Colon,Argentina,Male,2017,12.05275269,15.73805822,3455,7842,13,0.029,59.55,15.99
Colon,Argentina,Male,2018,11.41794306,15.1381135,3352,7727,11,0.026,58.08,15.78
Colon,Argentina,Male,2019,11.12944415,14.94550304,3334,7374,13,0.024,57.04,15.83
Colon,Argentina,Male,2020,10.7417692,14.60336878,3274,6824,12,0.02,53.68,16.09
Colon,Argentina,Male,2021,10.62240513,14.6231123,3287,7527,12,0.021,56.01,15.97
Colon,Argentina,Male,2022,10.52967577,14.68451661,3308,7660,11,0.019,52.77,15.6
Rectum and anus,Argentina,Male,2000,2.378326166,2.556722511,469,5603,8,0.034,61.88,14.71
Rectum and anus,Argentina,Male,2001,2.259532994,2.50703182,465,5413,8,0.033,62.91,15.44
Rectum and anus,Argentina,Male,2002,2.245114958,2.501604707,469,5098,8,0.034,61.48,15.25
Rectum and anus,Argentina,Male,2003,2.278236237,2.486302834,471,5563,8,0.027,57.02,15.71
Rectum and anus,Argentina,Male,2004,2.193970004,2.455606103,470,6171,8,0.026,58.87,15.56
Rectum and anus,Argentina,Male,2005,2.107113032,2.419605818,468,6344,9,0.026,57.84,15.31
Rectum and anus,Argentina,Male,2006,2.127314549,2.445285521,478,6733,9,0.026,57.14,15.93
Rectum and anus,Argentina,Male,2007,2.207801122,2.541736761,502,7143,10,0.028,57.9,14.88
Rectum and anus,Argentina,Male,2008,2.072286333,2.424879221,484,7359,10,0.024,56.14,15.77
Rectum and anus,Argentina,Male,2009,2.144524823,2.497358634,504,6804,8,0.024,53.48,15.93
Rectum and anus,Argentina,Male,2010,2.14775801,2.528794751,516,7356,10,0.025,57.13,15.29
Rectum and anus,Argentina,Male,2011,2.240987316,2.6997356,557,7702,11,0.024,56.73,15.52
Rectum and anus,Argentina,Male,2012,2.258260585,2.781187263,580,7754,10,0.027,57.12,16.03
Rectum and anus,Argentina,Male,2013,2.220452503,2.695087247,568,7996,11,0.022,54.93,15.81
Rectum and anus,Argentina,Male,2014,2.157881799,2.651872379,565,7830,11,0.031,59.08,15.85
Rectum and anus,Argentina,Male,2015,2.224178609,2.776526484,598,8100,12,0.03,60.23,15.94
Rectum and anus,Argentina,Male,2016,2.255976949,2.840999923,618,7999,12,0.029,61.17,15.36
Rectum and anus,Argentina,Male,2017,2.216819164,2.805975069,616,7842,13,0.029,59.55,15.99
Rectum and anus,Argentina,Male,2018,2.138795035,2.705170043,599,7727,11,0.026,58.08,15.78
Rectum and anus,Argentina,Male,2019,2.047674281,2.653790582,592,7374,13,0.024,57.04,15.83
Rectum and anus,Argentina,Male,2020,2.123928743,2.752070414,617,6824,12,0.02,53.68,16.09
Rectum and anus,Argentina,Male,2021,2.240339762,2.922842952,657,7527,12,0.021,56.01,15.97
Rectum and anus,Argentina,Male,2022,2.153102918,2.885409854,650,7660,11,0.019,52.77,15.6
Liver,Argentina,Male,2000,4.937037074,5.34785668,981,5603,8,0.034,61.88,14.71
Liver,Argentina,Male,2001,4.670217254,5.051803904,937,5413,8,0.033,62.91,15.44
Liver,Argentina,Male,2002,4.56919623,5.019211151,941,5098,8,0.034,61.48,15.25
Liver,Argentina,Male,2003,4.405590574,4.877587725,924,5563,8,0.027,57.02,15.71
Liver,Argentina,Male,2004,4.397886133,4.994807307,956,6171,8,0.026,58.87,15.56
Liver,Argentina,Male,2005,4.339382077,4.942613594,956,6344,9,0.026,57.84,15.31
Liver,Argentina,Male,2006,4.34478013,5.033809525,984,6733,9,0.026,57.14,15.93
Liver,Argentina,Male,2007,4.506916529,5.194864375,1026,7143,10,0.028,57.9,14.88
Liver,Argentina,Male,2008,4.332077198,4.99004071,996,7359,10,0.024,56.14,15.77
Liver,Argentina,Male,2009,4.003801367,4.722188053,953,6804,8,0.024,53.48,15.93
Liver,Argentina,Male,2010,4.125036387,4.861558901,992,7356,10,0.025,57.13,15.29
Liver,Argentina,Male,2011,3.924336872,4.706361343,971,7702,11,0.024,56.73,15.52
Liver,Argentina,Male,2012,4.266881352,5.173967339,1079,7754,10,0.027,57.12,16.03
Liver,Argentina,Male,2013,4.185872484,5.058033461,1066,7996,11,0.022,54.93,15.81
Liver,Argentina,Male,2014,3.976592844,4.87662903,1039,7830,11,0.031,59.08,15.85
Liver,Argentina,Male,2015,4.276124244,5.381261195,1159,8100,12,0.03,60.23,15.94
Liver,Argentina,Male,2016,3.869180596,4.951062972,1077,7999,12,0.029,61.17,15.36
Liver,Argentina,Male,2017,4.12708088,5.2566481,1154,7842,13,0.029,59.55,15.99
Liver,Argentina,Male,2018,3.970724129,5.094210031,1128,7727,11,0.026,58.08,15.78
Liver,Argentina,Male,2019,3.861156986,5.016202131,1119,7374,13,0.024,57.04,15.83
Liver,Argentina,Male,2020,3.925305556,5.214214448,1169,6824,12,0.02,53.68,16.09
Liver,Argentina,Male,2021,3.742505196,5.044907013,1134,7527,12,0.021,56.01,15.97
Liver,Argentina,Male,2022,3.6138736,4.936270396,1112,7660,11,0.019,52.77,15.6
Gallbladder etc.,Argentina,Male,2000,2.316288689,2.518562473,462,5603,8,0.034,61.88,14.71
Gallbladder etc.,Argentina,Male,2001,2.089461945,2.323721966,431,5413,8,0.033,62.91,15.44
Gallbladder etc.,Argentina,Male,2002,2.069332776,2.309583877,433,5098,8,0.034,61.48,15.25
Gallbladder etc.,Argentina,Male,2003,2.058912012,2.354333469,446,5563,8,0.027,57.02,15.71
Gallbladder etc.,Argentina,Male,2004,1.984400991,2.230944268,427,6171,8,0.026,58.87,15.56
Gallbladder etc.,Argentina,Male,2005,2.140792442,2.471306797,478,6344,9,0.026,57.84,15.31
Gallbladder etc.,Argentina,Male,2006,1.977867752,2.327625339,455,6733,9,0.026,57.14,15.93
Gallbladder etc.,Argentina,Male,2007,2.099789798,2.491104554,492,7143,10,0.028,57.9,14.88
Gallbladder etc.,Argentina,Male,2008,2.073283872,2.414859059,482,7359,10,0.024,56.14,15.77
Gallbladder etc.,Argentina,Male,2009,2.027607388,2.408167255,486,6804,8,0.024,53.48,15.93
Gallbladder etc.,Argentina,Male,2010,1.960762737,2.376871036,485,7356,10,0.025,57.13,15.29
Gallbladder etc.,Argentina,Male,2011,1.943546923,2.379838743,491,7702,11,0.024,56.73,15.52
Gallbladder etc.,Argentina,Male,2012,1.98352025,2.426346129,506,7754,10,0.027,57.12,16.03
Gallbladder etc.,Argentina,Male,2013,1.831018599,2.30600775,486,7996,11,0.022,54.93,15.81
Gallbladder etc.,Argentina,Male,2014,1.85382068,2.332708978,497,7830,11,0.031,59.08,15.85
Gallbladder etc.,Argentina,Male,2015,1.834596931,2.312224396,498,8100,12,0.03,60.23,15.94
Gallbladder etc.,Argentina,Male,2016,1.872005796,2.418067895,526,7999,12,0.029,61.17,15.36
Gallbladder etc.,Argentina,Male,2017,1.879049673,2.414231796,530,7842,13,0.029,59.55,15.99
Gallbladder etc.,Argentina,Male,2018,1.801297443,2.361943126,523,7727,11,0.026,58.08,15.78
Gallbladder etc.,Argentina,Male,2019,1.810708487,2.420687356,540,7374,13,0.024,57.04,15.83
Gallbladder etc.,Argentina,Male,2020,1.668983538,2.239123741,502,6824,12,0.02,53.68,16.09
Gallbladder etc.,Argentina,Male,2021,1.7272013,2.322258784,522,7527,12,0.021,56.01,15.97
Gallbladder etc.,Argentina,Male,2022,1.85890505,2.552477948,575,7660,11,0.019,52.77,15.6
Pancreas,Argentina,Male,2000,7.851298607,8.482431187,1556,5603,8,0.034,61.88,14.71
Pancreas,Argentina,Male,2001,7.675003212,8.297466604,1539,5413,8,0.033,62.91,15.44
Pancreas,Argentina,Male,2002,7.484166856,8.251561796,1547,5098,8,0.034,61.48,15.25
Pancreas,Argentina,Male,2003,7.808122123,8.678305432,1644,5563,8,0.027,57.02,15.71
Pancreas,Argentina,Male,2004,7.324787671,8.202769323,1570,6171,8,0.026,58.87,15.56
Pancreas,Argentina,Male,2005,7.688202864,8.69610467,1682,6344,9,0.026,57.84,15.31
Pancreas,Argentina,Male,2006,7.939533815,9.039371373,1767,6733,9,0.026,57.14,15.93
Pancreas,Argentina,Male,2007,7.849936416,8.95683731,1769,7143,10,0.028,57.9,14.88
Pancreas,Argentina,Male,2008,7.77165568,9.10331724,1817,7359,10,0.024,56.14,15.77
Pancreas,Argentina,Male,2009,7.783143205,9.147071506,1846,6804,8,0.024,53.48,15.93
Pancreas,Argentina,Male,2010,7.194171347,8.532231903,1741,7356,10,0.025,57.13,15.29
Pancreas,Argentina,Male,2011,7.339932202,8.81655127,1819,7702,11,0.024,56.73,15.52
Pancreas,Argentina,Male,2012,7.231835524,8.770330179,1829,7754,10,0.027,57.12,16.03
Pancreas,Argentina,Male,2013,7.184515468,8.929848943,1882,7996,11,0.022,54.93,15.81
Pancreas,Argentina,Male,2014,7.221037513,9.01167251,1920,7830,11,0.031,59.08,15.85
Pancreas,Argentina,Male,2015,7.339330571,9.202467376,1982,8100,12,0.03,60.23,15.94
Pancreas,Argentina,Male,2016,7.093462951,9.005693929,1959,7999,12,0.029,61.17,15.36
Pancreas,Argentina,Male,2017,7.285646722,9.34717669,2052,7842,13,0.029,59.55,15.99
Pancreas,Argentina,Male,2018,7.689251112,9.940032161,2201,7727,11,0.026,58.08,15.78
Pancreas,Argentina,Male,2019,7.312043143,9.633439124,2149,7374,13,0.024,57.04,15.83
Pancreas,Argentina,Male,2020,6.950794644,9.241960938,2072,6824,12,0.02,53.68,16.09
Pancreas,Argentina,Male,2021,6.76563924,9.124430585,2051,7527,12,0.021,56.01,15.97
Pancreas,Argentina,Male,2022,6.826984391,9.317654283,2099,7660,11,0.019,52.77,15.6
"Lip,  oral cavity and pharynx ",Argentina,Female,2000,0.716965486,1.059872938,200,5603,8,0.034,61.88,14.71
"Lip,  oral cavity and pharynx ",Argentina,Female,2001,0.6900997091,0.9907220453,189,5413,8,0.033,62.91,15.44
"Lip,  oral cavity and pharynx ",Argentina,Female,2002,0.667369561,0.9542883931,184,5098,8,0.034,61.48,15.25
"Lip,  oral cavity and pharynx ",Argentina,Female,2003,0.7861091419,1.206335066,235,5563,8,0.027,57.02,15.71
"Lip,  oral cavity and pharynx ",Argentina,Female,2004,0.7133555029,1.067288038,210,6171,8,0.026,58.87,15.56
"Lip,  oral cavity and pharynx ",Argentina,Female,2005,0.6155675157,1.011331135,201,6344,9,0.026,57.84,15.31
"Lip,  oral cavity and pharynx ",Argentina,Female,2006,0.7052915691,1.071021396,215,6733,9,0.026,57.14,15.93
"Lip,  oral cavity and pharynx ",Argentina,Female,2007,0.768867577,1.16448395,236,7143,10,0.028,57.9,14.88
"Lip,  oral cavity and pharynx ",Argentina,Female,2008,0.756722494,1.158109225,237,7359,10,0.024,56.14,15.77
"Lip,  oral cavity and pharynx ",Argentina,Female,2009,0.7013668368,1.073838047,222,6804,8,0.024,53.48,15.93
"Lip,  oral cavity and pharynx ",Argentina,Female,2010,0.7123993398,1.163586021,243,7356,10,0.025,57.13,15.29
"Lip,  oral cavity and pharynx ",Argentina,Female,2011,0.7201664555,1.123275426,237,7702,11,0.024,56.73,15.52
"Lip,  oral cavity and pharynx ",Argentina,Female,2012,0.7492231248,1.177999005,251,7754,10,0.027,57.12,16.03
"Lip,  oral cavity and pharynx ",Argentina,Female,2013,0.6477271729,1.069415728,230,7996,11,0.022,54.93,15.81
"Lip,  oral cavity and pharynx ",Argentina,Female,2014,0.804663604,1.275417969,277,7830,11,0.031,59.08,15.85
"Lip,  oral cavity and pharynx ",Argentina,Female,2015,0.7061611872,1.239783749,272,8100,12,0.03,60.23,15.94
"Lip,  oral cavity and pharynx ",Argentina,Female,2016,0.8024748539,1.300377846,288,7999,12,0.029,61.17,15.36
"Lip,  oral cavity and pharynx ",Argentina,Female,2017,0.807014311,1.338661654,299,7842,13,0.029,59.55,15.99
"Lip,  oral cavity and pharynx ",Argentina,Female,2018,0.7205780403,1.190471114,268,7727,11,0.026,58.08,15.78
"Lip,  oral cavity and pharynx ",Argentina,Female,2019,0.7394265238,1.301523109,295,7374,13,0.024,57.04,15.83
"Lip,  oral cavity and pharynx ",Argentina,Female,2020,0.7056917203,1.220771739,278,6824,12,0.02,53.68,16.09
"Lip,  oral cavity and pharynx ",Argentina,Female,2021,0.7097984591,1.256888444,287,7527,12,0.021,56.01,15.97
"Lip,  oral cavity and pharynx ",Argentina,Female,2022,0.7273124119,1.289291993,295,7660,11,0.019,52.77,15.6
Larynx,Argentina,Female,2000,0.3552930415,0.492840916,93,5603,8,0.034,61.88,14.71
Larynx,Argentina,Female,2001,0.3970677921,0.5713687986,109,5413,8,0.033,62.91,15.44
Larynx,Argentina,Female,2002,0.3041286103,0.4304670469,83,5098,8,0.034,61.48,15.25
Larynx,Argentina,Female,2003,0.3669793563,0.4979340485,97,5563,8,0.027,57.02,15.71
Larynx,Argentina,Female,2004,0.3069576309,0.4523268353,89,6171,8,0.026,58.87,15.56
Larynx,Argentina,Female,2005,0.3716152507,0.5031498185,100,6344,9,0.026,57.84,15.31
Larynx,Argentina,Female,2006,0.3418613801,0.4582975278,92,6733,9,0.026,57.14,15.93
Larynx,Argentina,Female,2007,0.3258884917,0.4934254026,100,7143,10,0.028,57.9,14.88
Larynx,Argentina,Female,2008,0.3661547207,0.5033132919,103,7359,10,0.024,56.14,15.77
Larynx,Argentina,Female,2009,0.3556158505,0.5127334821,106,6804,8,0.024,53.48,15.93
Larynx,Argentina,Female,2010,0.4424489719,0.6512250981,136,7356,10,0.025,57.13,15.29
Larynx,Argentina,Female,2011,0.2973505695,0.4549976408,96,7702,11,0.024,56.73,15.52
Larynx,Argentina,Female,2012,0.3321671591,0.5115613211,109,7754,10,0.027,57.12,16.03
Larynx,Argentina,Female,2013,0.3357357288,0.4835618946,104,7996,11,0.022,54.93,15.81
Larynx,Argentina,Female,2014,0.3568142368,0.5387144491,117,7830,11,0.031,59.08,15.85
Larynx,Argentina,Female,2015,0.3192829023,0.5332893332,117,8100,12,0.03,60.23,15.94
Larynx,Argentina,Female,2016,0.345753534,0.5192480981,115,7999,12,0.029,61.17,15.36
Larynx,Argentina,Female,2017,0.271385046,0.4477129279,100,7842,13,0.029,59.55,15.99
Larynx,Argentina,Female,2018,0.2977202151,0.484184147,109,7727,11,0.026,58.08,15.78
Larynx,Argentina,Female,2019,0.2999989927,0.4632539878,105,7374,13,0.024,57.04,15.83
Larynx,Argentina,Female,2020,0.3281948258,0.5313430948,121,6824,12,0.02,53.68,16.09
Larynx,Argentina,Female,2021,0.2702366329,0.4379402244,100,7527,12,0.021,56.01,15.97
